Nom,Jornada,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Local,Visitant,Victoria,Diferencia
A.E. MINGUELLA A - DRIVIM Equipo Rival,Jornada 19,1.0,200.0,57.0,18.0,36.0,0.5,4.0,30.0,0.13,9.0,12.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,A.E. MINGUELLA A - DRIVIM,TERRA ENDINS CB VILATORRADA,False,-5.0
A.E. MINGUELLA A - DRIVIM Equipo Rival,Jornada 20,1.0,200.0,72.0,16.0,37.0,0.43,8.0,29.0,0.28,16.0,24.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,C.B. VIC - UNIVERSITAT DE VIC 2,A.E. MINGUELLA A - DRIVIM,False,-9.0
BASQUET GIRONA Equipo,Jornada 01,1.0,200.0,67.0,17.0,39.0,0.44,5.0,27.0,0.19,18.0,30.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,BASQUET GIRONA,C.B. VIC - UNIVERSITAT DE VIC 2,False,-15.0
BASQUET GIRONA Equipo,Jornada 02,1.0,200.0,67.0,16.0,31.0,0.52,7.0,26.0,0.27,14.0,27.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,CB.CIUTAT VELLA,BASQUET GIRONA,False,-20.0
BASQUET GIRONA Equipo,Jornada 03,1.0,200.0,84.0,24.0,44.0,0.55,5.0,26.0,0.19,21.0,27.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,BASQUET GIRONA,IBERSOFAS - CB ARGENTONA  A,False,-8.0
BASQUET GIRONA Equipo,Jornada 04,1.0,200.0,58.0,13.0,25.0,0.52,5.0,26.0,0.19,17.0,25.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,A.E. MINGUELLA A - DRIVIM,BASQUET GIRONA,False,-4.0
BASQUET GIRONA Equipo,Jornada 05,1.0,200.0,57.0,17.0,46.0,0.37,7.0,29.0,0.24,2.0,3.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,BASQUET GIRONA,CB ADEPAF TXOT'S,False,-4.0
BASQUET GIRONA Equipo,Jornada 06,1.0,225.0,88.0,27.0,42.0,0.64,8.0,32.0,0.25,10.0,22.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,BASQUET SAFA CLAROR A,BASQUET GIRONA,True,7.0
BASQUET GIRONA Equipo,Jornada 07,1.0,200.0,68.0,18.0,35.0,0.51,3.0,22.0,0.14,23.0,37.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,BASQUET GIRONA,UB SANT ADRIA A,True,7.0
BASQUET GIRONA Equipo,Jornada 08,1.0,200.0,49.0,13.0,35.0,0.37,4.0,19.0,0.21,11.0,21.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,U.E. CLARET A,BASQUET GIRONA,False,-16.0
BASQUET GIRONA Equipo,Jornada 09,1.0,200.0,74.0,23.0,40.0,0.57,5.0,13.0,0.38,13.0,23.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,BASQUET GIRONA,UE MATARO  - TC,True,3.0
BASQUET GIRONA Equipo,Jornada 10,1.0,200.0,66.0,19.0,41.0,0.46,4.0,18.0,0.22,16.0,30.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,GRUP VIA - CB ARTES,BASQUET GIRONA,False,-4.0
BASQUET GIRONA Equipo,Jornada 11,1.0,200.0,69.0,18.0,49.0,0.37,5.0,22.0,0.23,18.0,36.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,CB SANTA COLOMA A,BASQUET GIRONA,False,-10.0
BASQUET GIRONA Equipo,Jornada 12,1.0,200.0,89.0,17.0,32.0,0.53,10.0,25.0,0.4,25.0,36.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,BASQUET GIRONA,MARISTES ADEMAR,True,11.0
BASQUET GIRONA Equipo,Jornada 13,1.0,200.0,63.0,19.0,44.0,0.43,4.0,22.0,0.18,13.0,25.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,TERRA ENDINS CB VILATORRADA,BASQUET GIRONA,False,-10.0
BASQUET GIRONA Equipo,Jornada 14,1.0,200.0,61.0,23.0,40.0,0.57,2.0,19.0,0.11,9.0,18.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,C.B. VIC - UNIVERSITAT DE VIC 2,BASQUET GIRONA,False,-26.0
BASQUET GIRONA Equipo,Jornada 15,1.0,200.0,70.0,19.0,44.0,0.43,4.0,26.0,0.15,20.0,33.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,BASQUET GIRONA,CB.CIUTAT VELLA,False,-17.0
BASQUET GIRONA Equipo,Jornada 16,1.0,200.0,46.0,15.0,43.0,0.35,2.0,24.0,0.08,10.0,17.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,IBERSOFAS - CB ARGENTONA  A,BASQUET GIRONA,False,-27.0
BASQUET GIRONA Equipo,Jornada 18,1.0,200.0,58.0,14.0,29.0,0.48,7.0,30.0,0.23,9.0,19.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,CB ADEPAF TXOT'S,BASQUET GIRONA,False,-22.0
BASQUET GIRONA Equipo,Jornada 19,1.0,200.0,63.0,16.0,30.0,0.53,7.0,26.0,0.27,10.0,23.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,UB SANT ADRIA A,BASQUET GIRONA,False,-7.0
BASQUET GIRONA Equipo,Jornada 19,1.0,200.0,66.0,22.0,46.0,0.48,3.0,19.0,0.16,13.0,24.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,BASQUET GIRONA,BASQUET SAFA CLAROR A,False,-9.0
BASQUET GIRONA Equipo Rival,Jornada 01,1.0,200.0,82.0,23.0,43.0,0.53,4.0,23.0,0.17,24.0,37.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,C.B. VIC - UNIVERSITAT DE VIC 2,BASQUET GIRONA,True,15.0
BASQUET GIRONA Equipo Rival,Jornada 02,1.0,200.0,87.0,23.0,49.0,0.47,8.0,20.0,0.4,17.0,22.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,BASQUET GIRONA,CB.CIUTAT VELLA,True,20.0
BASQUET GIRONA Equipo Rival,Jornada 03,1.0,200.0,92.0,29.0,60.0,0.48,5.0,23.0,0.22,19.0,30.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,IBERSOFAS - CB ARGENTONA  A,BASQUET GIRONA,True,8.0
BASQUET GIRONA Equipo Rival,Jornada 04,1.0,200.0,62.0,20.0,41.0,0.49,4.0,23.0,0.17,10.0,22.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,BASQUET GIRONA,A.E. MINGUELLA A - DRIVIM,True,4.0
BASQUET GIRONA Equipo Rival,Jornada 05,1.0,200.0,61.0,19.0,45.0,0.42,2.0,16.0,0.12,17.0,26.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,CB ADEPAF TXOT'S,BASQUET GIRONA,True,4.0
BASQUET GIRONA Equipo Rival,Jornada 06,1.0,225.0,81.0,15.0,46.0,0.33,12.0,31.0,0.39,15.0,23.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,BASQUET GIRONA,BASQUET SAFA CLAROR A,False,-7.0
BASQUET GIRONA Equipo Rival,Jornada 07,1.0,200.0,61.0,19.0,40.0,0.47,3.0,26.0,0.12,14.0,30.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,UB SANT ADRIA A,BASQUET GIRONA,False,-7.0
BASQUET GIRONA Equipo Rival,Jornada 08,1.0,200.0,65.0,14.0,36.0,0.39,9.0,30.0,0.3,10.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,BASQUET GIRONA,U.E. CLARET A,True,16.0
BASQUET GIRONA Equipo Rival,Jornada 09,1.0,200.0,71.0,21.0,35.0,0.6,6.0,32.0,0.19,11.0,16.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,UE MATARO  - TC,BASQUET GIRONA,False,-3.0
BASQUET GIRONA Equipo Rival,Jornada 10,1.0,200.0,70.0,21.0,46.0,0.46,5.0,26.0,0.19,13.0,18.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,BASQUET GIRONA,GRUP VIA - CB ARTES,True,4.0
BASQUET GIRONA Equipo Rival,Jornada 11,1.0,200.0,79.0,22.0,41.0,0.54,5.0,26.0,0.19,20.0,26.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,BASQUET GIRONA,CB SANTA COLOMA A,True,10.0
BASQUET GIRONA Equipo Rival,Jornada 12,1.0,200.0,78.0,22.0,44.0,0.5,4.0,24.0,0.17,22.0,37.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,MARISTES ADEMAR,BASQUET GIRONA,False,-11.0
BASQUET GIRONA Equipo Rival,Jornada 13,1.0,200.0,73.0,16.0,34.0,0.47,8.0,25.0,0.32,17.0,24.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,BASQUET GIRONA,TERRA ENDINS CB VILATORRADA,True,10.0
BASQUET GIRONA Equipo Rival,Jornada 14,1.0,200.0,87.0,29.0,54.0,0.54,6.0,22.0,0.27,11.0,15.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,BASQUET GIRONA,C.B. VIC - UNIVERSITAT DE VIC 2,True,26.0
BASQUET GIRONA Equipo Rival,Jornada 15,1.0,200.0,87.0,20.0,45.0,0.44,11.0,24.0,0.46,14.0,24.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,CB.CIUTAT VELLA,BASQUET GIRONA,True,17.0
BASQUET GIRONA Equipo Rival,Jornada 16,1.0,200.0,73.0,14.0,34.0,0.41,13.0,30.0,0.43,6.0,9.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,BASQUET GIRONA,IBERSOFAS - CB ARGENTONA  A,True,27.0
BASQUET GIRONA Equipo Rival,Jornada 18,1.0,200.0,80.0,27.0,53.0,0.51,8.0,16.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,BASQUET GIRONA,CB ADEPAF TXOT'S,True,22.0
BASQUET GIRONA Equipo Rival,Jornada 19,1.0,200.0,70.0,19.0,43.0,0.44,6.0,27.0,0.22,14.0,26.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,BASQUET GIRONA,UB SANT ADRIA A,True,7.0
BASQUET GIRONA Equipo Rival,Jornada 19,1.0,200.0,75.0,28.0,52.0,0.54,3.0,19.0,0.16,10.0,21.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,BASQUET SAFA CLAROR A,BASQUET GIRONA,True,9.0
BASQUET SAFA CLAROR A Equipo,Jornada 02,1.0,200.0,76.0,15.0,40.0,0.38,10.0,33.0,0.3,16.0,27.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,BASQUET SAFA CLAROR A,UB SANT ADRIA A,True,14.0
BASQUET SAFA CLAROR A Equipo,Jornada 03,1.0,200.0,44.0,12.0,36.0,0.33,3.0,24.0,0.12,11.0,16.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,U.E. CLARET A,BASQUET SAFA CLAROR A,False,-34.0
BASQUET SAFA CLAROR A Equipo,Jornada 03,1.0,200.0,71.0,17.0,35.0,0.49,7.0,26.0,0.27,16.0,19.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,BASQUET SAFA CLAROR A,UE MATARO  - TC,False,-1.0
BASQUET SAFA CLAROR A Equipo,Jornada 05,1.0,200.0,67.0,23.0,53.0,0.43,4.0,14.0,0.29,9.0,16.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,GRUP VIA - CB ARTES,BASQUET SAFA CLAROR A,False,-7.0
BASQUET SAFA CLAROR A Equipo,Jornada 06,1.0,225.0,81.0,15.0,46.0,0.33,12.0,31.0,0.39,15.0,23.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,BASQUET SAFA CLAROR A,BASQUET GIRONA,False,-7.0
BASQUET SAFA CLAROR A Equipo,Jornada 06,1.0,200.0,63.0,14.0,41.0,0.34,6.0,20.0,0.3,17.0,21.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,MARISTES ADEMAR,BASQUET SAFA CLAROR A,False,-1.0
BASQUET SAFA CLAROR A Equipo,Jornada 08,1.0,200.0,86.0,22.0,41.0,0.54,11.0,19.0,0.58,9.0,18.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,BASQUET SAFA CLAROR A,TERRA ENDINS CB VILATORRADA,True,13.0
BASQUET SAFA CLAROR A Equipo,Jornada 09,1.0,200.0,59.0,20.0,47.0,0.43,1.0,18.0,0.06,16.0,20.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,C.B. VIC - UNIVERSITAT DE VIC 2,BASQUET SAFA CLAROR A,False,-2.0
