Nom,Jornada,Partits,Minuts,Punts,T2 Anot,T2 Fets,% T2,T3 Anot,T3 Fets,% T3,T1 Anot,T1 Fets,% T1,Reb. Ofensius,Reb. Defensius,Rebots,Assist,Recuperacions,Perd,Taps,Taps Rebuts,Mates,Faltes Comeses,Faltes Rebudes,Val,Local,Visitant,Victoria,Diferencia
C.B. SANTA COLOMA A Equipo,Jornada 02,1.0,200.0,52.0,17.0,56.0,0.3,4.0,20.0,0.2,6.0,14.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,CLUB BASQUET CIUTAT VELLA,C.B. SANTA COLOMA A,False,-13.0
C.B. SANTA COLOMA A Equipo Rival,Jornada 02,1.0,200.0,65.0,17.0,38.0,0.45,6.0,30.0,0.2,13.0,17.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,C.B. SANTA COLOMA A,CLUB BASQUET CIUTAT VELLA,True,13.0
CB BESCANO Equipo,Jornada 01,1.0,225.0,80.0,20.0,44.0,0.45,9.0,29.0,0.31,13.0,19.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,UE.MONTGAT - A,CB BESCANO,False,-8.0
CB BESCANO Equipo,Jornada 02,1.0,200.0,63.0,13.0,31.0,0.42,10.0,24.0,0.42,7.0,11.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,CB BESCANO,JAC SANTS BARCELONA -CASMAR,False,-2.0
CB BESCANO Equipo Rival,Jornada 01,1.0,225.0,88.0,18.0,33.0,0.55,10.0,30.0,0.33,22.0,26.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,CB BESCANO,UE.MONTGAT - A,True,8.0
CB BESCANO Equipo Rival,Jornada 02,1.0,200.0,65.0,14.0,32.0,0.44,8.0,29.0,0.28,13.0,24.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,JAC SANTS BARCELONA -CASMAR,CB BESCANO,True,2.0
CBU LLORET SAMBA HOTELS A Equipo,Jornada 01,1.0,200.0,65.0,16.0,32.0,0.5,5.0,35.0,0.14,18.0,29.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,CBU LLORET SAMBA HOTELS A,EL MASNOU BASQUETBOL,False,-10.0
CBU LLORET SAMBA HOTELS A Equipo,Jornada 02,1.0,200.0,59.0,14.0,33.0,0.42,6.0,25.0,0.24,13.0,17.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,AE MINGUELLA A-DRIVIM,CBU LLORET SAMBA HOTELS A,False,-5.0
CBU LLORET SAMBA HOTELS A Equipo Rival,Jornada 01,1.0,200.0,75.0,18.0,32.0,0.56,8.0,29.0,0.28,15.0,25.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,EL MASNOU BASQUETBOL,CBU LLORET SAMBA HOTELS A,True,10.0
CBU LLORET SAMBA HOTELS A Equipo Rival,Jornada 02,1.0,200.0,64.0,14.0,33.0,0.42,8.0,26.0,0.31,12.0,19.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,CBU LLORET SAMBA HOTELS A,AE MINGUELLA A-DRIVIM,True,5.0
CLUB BASQUET CIUTAT VELLA Equipo,Jornada 02,1.0,200.0,65.0,17.0,38.0,0.45,6.0,30.0,0.2,13.0,17.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,CLUB BASQUET CIUTAT VELLA,C.B. SANTA COLOMA A,True,13.0
CLUB BASQUET CIUTAT VELLA Equipo Rival,Jornada 02,1.0,200.0,52.0,17.0,56.0,0.3,4.0,20.0,0.2,6.0,14.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,C.B. SANTA COLOMA A,CLUB BASQUET CIUTAT VELLA,False,-13.0
EL MASNOU BASQUETBOL Equipo,Jornada 01,1.0,200.0,86.0,24.0,40.0,0.6,9.0,33.0,0.27,11.0,15.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,EL MASNOU BASQUETBOL,AEC COLLBLANC - ITACA,True,31.0
EL MASNOU BASQUETBOL Equipo,Jornada 01,1.0,200.0,75.0,18.0,32.0,0.56,8.0,29.0,0.28,15.0,25.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,CBU LLORET SAMBA HOTELS A,EL MASNOU BASQUETBOL,True,10.0
EL MASNOU BASQUETBOL Equipo Rival,Jornada 01,1.0,200.0,55.0,15.0,44.0,0.34,5.0,21.0,0.24,10.0,19.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,AEC COLLBLANC - ITACA,EL MASNOU BASQUETBOL,False,-31.0
EL MASNOU BASQUETBOL Equipo Rival,Jornada 01,1.0,200.0,65.0,16.0,32.0,0.5,5.0,35.0,0.14,18.0,29.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,EL MASNOU BASQUETBOL,CBU LLORET SAMBA HOTELS A,False,-10.0
JAC SANTS BARCELONA -CASMAR Equipo,Jornada 01,1.0,200.0,67.0,18.0,39.0,0.46,6.0,19.0,0.32,13.0,26.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,JAC SANTS BARCELONA -CASMAR,MARISTES ADEMAR,True,15.0
JAC SANTS BARCELONA -CASMAR Equipo,Jornada 02,1.0,200.0,65.0,14.0,32.0,0.44,8.0,29.0,0.28,13.0,24.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,CB BESCANO,JAC SANTS BARCELONA -CASMAR,True,2.0
JAC SANTS BARCELONA -CASMAR Equipo Rival,Jornada 01,1.0,200.0,52.0,14.0,46.0,0.3,4.0,24.0,0.17,12.0,23.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,MARISTES ADEMAR,JAC SANTS BARCELONA -CASMAR,False,-15.0
JAC SANTS BARCELONA -CASMAR Equipo Rival,Jornada 02,1.0,200.0,63.0,13.0,31.0,0.42,10.0,24.0,0.42,7.0,11.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,JAC SANTS BARCELONA -CASMAR,CB BESCANO,False,-2.0
MARISTES ADEMAR Equipo,Jornada 01,1.0,200.0,52.0,14.0,46.0,0.3,4.0,24.0,0.17,12.0,23.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,JAC SANTS BARCELONA -CASMAR,MARISTES ADEMAR,False,-15.0
MARISTES ADEMAR Equipo,Jornada 02,1.0,200.0,76.0,12.0,34.0,0.35,10.0,23.0,0.43,22.0,30.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,MARISTES ADEMAR,UE MATARO  TC,True,18.0
MARISTES ADEMAR Equipo Rival,Jornada 01,1.0,200.0,67.0,18.0,39.0,0.46,6.0,19.0,0.32,13.0,26.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,MARISTES ADEMAR,JAC SANTS BARCELONA -CASMAR,True,15.0
MARISTES ADEMAR Equipo Rival,Jornada 02,1.0,200.0,58.0,19.0,46.0,0.41,4.0,15.0,0.27,8.0,18.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,UE MATARO  TC,MARISTES ADEMAR,False,-18.0
TEMPLE - U.E. HORTA A Equipo,Jornada 01,1.0,200.0,61.0,16.0,32.0,0.5,5.0,29.0,0.17,14.0,26.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,AEC COLLBLANC - ITACA,TEMPLE - U.E. HORTA A,False,-8.0
TEMPLE - U.E. HORTA A Equipo,Jornada 02,1.0,200.0,47.0,14.0,40.0,0.35,3.0,27.0,0.11,10.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,TEMPLE - U.E. HORTA A,UE.MONTGAT - A,False,-30.0
TEMPLE - U.E. HORTA A Equipo Rival,Jornada 01,1.0,200.0,69.0,12.0,28.0,0.43,8.0,23.0,0.35,21.0,28.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,TEMPLE - U.E. HORTA A,AEC COLLBLANC - ITACA,True,8.0
TEMPLE - U.E. HORTA A Equipo Rival,Jornada 02,1.0,200.0,77.0,24.0,37.0,0.65,6.0,26.0,0.23,11.0,21.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,UE.MONTGAT - A,TEMPLE - U.E. HORTA A,True,30.0
U.E. CLARET A Equipo,Jornada 01,1.0,200.0,56.0,12.0,33.0,0.36,9.0,24.0,0.38,5.0,15.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,A.E.S.E. A,U.E. CLARET A,True,6.0
U.E. CLARET A Equipo,Jornada 01,1.0,200.0,68.0,12.0,36.0,0.33,9.0,24.0,0.38,17.0,27.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,U.E. CLARET A,AE MINGUELLA A-DRIVIM,True,14.0
U.E. CLARET A Equipo Rival,Jornada 01,1.0,200.0,50.0,10.0,33.0,0.3,5.0,17.0,0.29,15.0,20.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,U.E. CLARET A,A.E.S.E. A,False,-6.0
U.E. CLARET A Equipo Rival,Jornada 01,1.0,200.0,54.0,13.0,27.0,0.48,5.0,27.0,0.19,13.0,19.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,AE MINGUELLA A-DRIVIM,U.E. CLARET A,False,-14.0
UE MATARO  TC Equipo,Jornada 02,1.0,200.0,58.0,19.0,46.0,0.41,4.0,15.0,0.27,8.0,18.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,MARISTES ADEMAR,UE MATARO  TC,False,-18.0
UE MATARO  TC Equipo Rival,Jornada 02,1.0,200.0,76.0,12.0,34.0,0.35,10.0,23.0,0.43,22.0,30.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,UE MATARO  TC,MARISTES ADEMAR,True,18.0
UE.MONTGAT - A Equipo,Jornada 01,1.0,225.0,88.0,18.0,33.0,0.55,10.0,30.0,0.33,22.0,26.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,UE.MONTGAT - A,CB BESCANO,True,8.0
UE.MONTGAT - A Equipo,Jornada 02,1.0,200.0,77.0,24.0,37.0,0.65,6.0,26.0,0.23,11.0,21.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,TEMPLE - U.E. HORTA A,UE.MONTGAT - A,True,30.0
UE.MONTGAT - A Equipo Rival,Jornada 01,1.0,225.0,80.0,20.0,44.0,0.45,9.0,29.0,0.31,13.0,19.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,CB BESCANO,UE.MONTGAT - A,False,-8.0
UE.MONTGAT - A Equipo Rival,Jornada 02,1.0,200.0,47.0,14.0,40.0,0.35,3.0,27.0,0.11,10.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,UE.MONTGAT - A,TEMPLE - U.E. HORTA A,False,-30.0
